"","Name","Earn"
"6915","Fortis College-Columbia","25800"
"6916","Brown Mackie College-Albuquerque","29000"
"6917","Brown Mackie College-St Louis","29000"
"6918","Avant Gard The School","NULL"
"6919","The Beauty Institute-Schwarzkopf Professional-Bellingham","22100"
"6920","Ross Medical Education Center-Davison","21800"
"6921","Ross Medical Education Center-Granger","22100"
"6922","Ross Medical Education Center-Niles","21300"
"6923","Ross Medical Education Center-Canton","19600"
"6924","Pima Medical Institute-Houston","27200"
"6925","Illinois Media School-Chicago Campus","32300"
"6926","Concorde Career College-Dallas","29400"
"6927","Concorde Career Institute-Orlando","21500"
"6928","Concorde Career College-San Antonio","24000"
"6929","Ecotech Institute","24900"
"6930","Johnson & Wales University-Online","35400"
"6931","Everest College-Fort Worth South","23400"
"6932","Everest College-Santa Ana","23400"
"6933","Moreno Valley College","NULL"
"6934","Hair Design Institute at Fifth Avenue-New York","21600"
"6935","Onondaga School of Therapeutic Massage-Rochester","NULL"
"6936","Norco College","NULL"
"6937","Daymar College-Louisville","21600"
"6938","Dorsey Business Schools-Saginaw","20900"
"6939","Milan Institute of Cosmetology-La Quinta","18000"
"6940","Milan Institute-Nampa","20600"
"6941","Milan Institute of Cosmetology-El Paso","18000"
"6942","Universal Technical Institute - Dallas Fort Worth","43600"
"6943","Finger Lakes School of Massage","NULL"
"6944","Park Avenue School of Cosmetology","NULL"
"6945","Salter School of Nursing and Allied Health","25000"
"6946","Salter School-New Bedford","25000"
"6947","Harris School of Business-Upper Darby Campus","24400"
"6948","Stratford School of Aviation Maintenance Technicians","PrivacySuppressed"
"6949","Brown Mackie College-San Antonio","29000"
"6950","Hollywood Institute of Beauty Careers","NULL"
"6951","Cortiva Institute-New Jersey","PrivacySuppressed"
"6952","Cambridge Junior College-Woodland","PrivacySuppressed"
"6953","Anthem College-Atlanta","28200"
"6954","ICPR Junior College-Manati","17300"
"6955","Western Beauty Institute","18600"
"6956","Ridley-Lowell Business & Technical Institute-Danbury","23100"
"6957","Artistic Nails and Beauty Academy-Lakeland","18100"
"6958","Paul Mitchell the School-Murfreesboro","PrivacySuppressed"
"6959","Allied American University","NULL"
"6960","American Sentinel University","NULL"
"6961","Hawaii Medical College","NULL"
"6962","Carolina College of Hair Design","NULL"
"6963","Virginia College-Baton Rouge","24900"
"6964","Remington College-Heathrow Campus","23900"
"6965","College of Massage Therapy","NULL"
"6966","Miller-Motte College-Jacksonville","22400"
"6967","Miller-Motte Technical College-Augusta","22600"
"6968","Miller-Motte Technical College-Conway","22400"
"6969","Virginia College-Macon","24900"
"6970","Virginia College-Spartanburg","24900"
"6971","Aveda Institute-Portland","NULL"
"6972","Chamberlain College of Nursing-Virginia","57300"
"6973","Stevens-Henager College","29500"
"6974","Summit Salon Academy-Cincinnati","PrivacySuppressed"
"6975","Penrose Academy","NULL"
"6976","Virginia College-Richmond","24900"
"6977","Skin Institute","NULL"
"6978","Northwest Institute of Literary Arts","NULL"
"6979","Body Therapy Institute","NULL"
"6980","Beauty Academy of South Florida","NULL"
"6981","Ogle School Hair Skin Nails-North Dallas","22600"
"6982","The Salon Professional Academy-North Little Rock","NULL"
"6983","The Salon Professional Academy-St Charles","NULL"
"6984","American College for Medical Careers","25000"
"6985","Mildred Elley-New York Campus","22100"
"6986","National Paralegal College","NULL"
"6987","Carolina College of Biblical Studies","NULL"
"6988","Star Career Academy-Audubon","32300"
"6989","Allstate Hairstyling & Barber College","NULL"
"6990","Oxford Graduate School","NULL"
"6991","Jung Tao School of Classical Chinese Medicine","NULL"
"6992","New York Film Academy","NULL"
"6993","The Collective School Of Music","NULL"
"6994","Vocational Institute of Florida","NULL"
"6995","International College of Cosmetology","NULL"
"6996","GP Institute of Cosmetology","NULL"
"6997","Bella Capelli Academy","NULL"
"6998","Institute of Medical Careers","NULL"
"6999","Toni & Guy Hairdressing Academy-Modesto","NULL"
"7000","Georgia Christian University","NULL"
"7001","Flagler Technical Institute","NULL"
"7002","Galaxy Medical College","NULL"
"7003","American Medical Sciences Center","NULL"
"7004","Mandalyn Academy","NULL"
"7005","Jose Maria Vargas University","NULL"
"7006","Laird Institute of Spa Therapy","NULL"
"7007","D A Dorsey Technical College","NULL"
"7008","Keweenaw Bay Ojibwa Community College","NULL"
"7009","Meridian Institute of Surgical Assisting","NULL"
"7010","Mauna Loa Helicopters","NULL"
"7011","Acaydia School of Aesthetics","NULL"
"7012","Manhattan Institute","NULL"
"7013","Cosmetic Arts Institute","NULL"
"7014","Holistic Massage Training Institute","NULL"
"7015","Diamonds Cosmetology College","NULL"
"7016","Tramy Beauty School","NULL"
"7017","Scholars Cosmetology University","NULL"
"7018","Northern Virginia School of Therapeutic Massage","NULL"
"7019","Paul Mitchell the School-St Louis","NULL"
"7020","Advanced Training Institute","NULL"
"7021","Cosmopolitan Beauty and Tech School","NULL"
"7022","Salon 496 Barber Academy","NULL"
"7023","Shepherds Theological Seminary","NULL"
"7024","Taylor Andrews Academy of Hair Design-West Jordan","NULL"
"7025","Santa Ana Beauty Academy","NULL"
"7026","Grace College of Divinity","NULL"
"7027","Cosmetology College of Franklin County","NULL"
"7028","Rochester School of Hair Design","NULL"
"7029","Aveda Institute-New Mexico","NULL"
"7030","Nashville Barber and Style Academy","NULL"
"7031","American Trade School","NULL"
"7032","Estelle Skin Care and Spa Institute","NULL"
"7033","Paul Mitchell the School-Honolulu","NULL"
"7034","Elite Cosmetology School","NULL"
"7035","Academy of Aesthetic Arts","NULL"
"7036","American Technical Institute","NULL"
"7037","Twin Rivers Adult School","NULL"
"7038","Bergin University of Canine Studies","NULL"
"7039","Aveda Institute-Boise","NULL"
"7040","Progressive Training Centers","NULL"
"7041","American Health Institute","NULL"
"7042","Pima Medical Institute-Aurora","NULL"
"7043","Real Barbers College","NULL"
"7044","Capilo School of Hair Design","NULL"
"7045","Pure Aesthetics","NULL"
"7046","Lindsey Institute of Cosmetology","NULL"
"7047","The Salon Professional Academy-Iowa City","NULL"
"7048","Buckner Barber School","NULL"
"7049","Simmons College of Kentucky","NULL"
"7050","Atelier Esthetique Institute of Esthetics","NULL"
"7051","Ashdown College of Health Sciences","NULL"
"7052","Advanced College of Cosmetology","NULL"
"7053","North American University","NULL"
"7054","Entourage Institute of Beauty and Esthetics","NULL"
"7055","United Beauty College","NULL"
"7056","Cinta Aveda Institute","NULL"
"7057","Long Island Nail & Skin Care Institute","NULL"
"7058","Mesivta Keser Torah","NULL"
"7059","Southern California Health Institute","NULL"
"7060","Best Care Training Institute","NULL"
"7061","First Class Cosmetology School","NULL"
"7062","Millennia Atlantic University","NULL"
"7063","Abcott Institute","NULL"
"7064","The Salon Professional Academy-Kenosha","NULL"
"7065","Paul Mitchell the School-Indianapolis","NULL"
"7066","Taylor Andrews Academy-St George","NULL"
"7067","Seymour Beauty Academy","NULL"
"7068","Protege Academy","NULL"
"7069","Colorado Academy of Veterinary Technology","NULL"
"7070","Northeast Technical Institute","NULL"
"7071","Salinas Beauty College Inc","NULL"
"7072","Academy for Salon Professionals","NULL"
"7073","Elite School of Cosmetology","NULL"
"7074","Paul Mitchell the School-Las Vegas","NULL"
"7075","The Salon Professional Academy-Kokomo","NULL"
"7076","Hair Academy","NULL"
"7077","Florida Academy","NULL"
"7078","Institute for Doctoral Studies in the Visual Arts","NULL"
"7079","State Career College","NULL"
"7080","Academy for Salon Professionals","NULL"
"7081","Paul Mitchell The School-Spokane","NULL"
"7082","DeVry University's Keller Graduate School of Management-Maryland","65500"
"7083","DeVry University's Keller Graduate School of Management-North Carolina","65500"
"7084","DeVry University's Keller Graduate School of Management-Florida","65500"
"7085","DeVry College of New York's Keller Graduate School of Management","65500"
"7086","DeVry University's Keller Graduate School of Management-Indiana","65500"
"7087","DeVry University's Keller Graduate School of Management-Nevada","65500"
"7088","DeVry University's Keller Graduate School of Management-Colorado","65500"
"7089","DeVry University's Keller Graduate School of Management-Minnesota","65500"
"7090","DeVry University's Keller Graduate School of Management-Oklahoma","65500"
"7091","DeVry University's Keller Graduate School of Management-Utah","65500"
"7092","DeVry University's Keller Graduate School of Management-Tennessee","65500"
"7093","DeVry University's Keller Graduate School of Management-Michigan","65500"
"7094","DeVry University's Keller Graduate School of Management-Kentucky","65500"
"7095","DeVry University's Keller Graduate School of Management-New Jersey","65500"
"7096","DeVry University's Keller Graduate School of Management-Oregon","65500"
"7097","Lincoln College of New England-Hartford","32700"
"7098","Lincoln College of Technology-Columbus","18400"
"7099","Lincoln College of Technology-Cleveland","18400"
"7100","Northwestern Institute of Health and Technology","NULL"
"7101","J Renee College","NULL"
"7102","National Personal Training Institute of Colorado","NULL"
"7103","National Personal Training Institute of Colorado","NULL"
"7104","International College of Beauty Arts & Sciences","NULL"
"7105","The Salon Professional Academy-Shorewood","NULL"
"7106","John Paul the Great Catholic University","NULL"
"7107","ITT Technical Institute-Durham","38300"
"7108","ITT Technical Institute-Hanover","38300"
"7109","University of Phoenix-Mississippi","50100"
"7110","University of Phoenix-Delaware Campus","50100"
"7111","Everest College-Milwaukee","26900"
"7112","Independence University","29500"
"7113","National American University-Tulsa","35300"
"7114","National American University-Centennial","35300"
"7115","National American University-Lee's Summit","35300"
"7116","National American University-Colorado Springs South","35300"
"7117","Globe University-Appleton","28300"
"7118","Salter College-Chicopee","25000"
"7119","Chamberlain College of Nursing-Missouri","57300"
"7120","Chamberlain College of Nursing-Texas","57300"
"7121","ITT Technical Institute-Oakland","38300"
"7122","Continental School of Beauty Culture-Mattydale","20400"
"7123","Everest College-Bedford Park","24500"
"7124","Fortis College-Akron","22200"
"7125","Carrington College-Pomona","30000"
"7126","Regency Beauty Institute-Copperwood","22400"
"7127","Regency Beauty Institute-Little Rock","22400"
"7128","Regency Beauty Institute-Baltimore Golden Ring","22400"
"7129","Regency Beauty Institute-El Paso","22400"
"7130","Regency Beauty Institute-Jacksonville Regency","22400"
"7131","Regency Beauty Institute-Knoxville","22400"
"7132","Regency Beauty Institute-Fayetteville","22400"
"7133","Regency Beauty Institute-Lansing","22400"
"7134","Regency Beauty Institute-Jacksonville Orange Park","22400"
"7135","Regency Beauty Institute-Crystal Lake","22400"
"7136","Regency Beauty Institute-Manassas","22400"
"7137","Regency Beauty Institute-Castleton","22400"
"7138","Regency Beauty Institute-North Nashville","22400"
"7139","Regency Beauty Institute-Round Rock","22400"
"7140","Regency Beauty Institute-Merrillville","22400"
"7141","Regency Beauty Institute-Roanoke","22400"
"7142","Regency Beauty Institute-Toledo","22400"
"7143","Regency Beauty Institute-SW Houston","22400"
"7144","Everest College-Atlanta West","26700"
"7145","Broadview University-Boise","27300"
"7146","Advanced Institute of Hair Design-Madison","22500"
"7147","Paul Mitchell The School-Columbia","PrivacySuppressed"
"7148","Paul Mitchell The School-Charleston","PrivacySuppressed"
"7149","Everest College-Melrose Park","25100"
"7150","Kenneth Shuler School of Cosmetology-Greenville","PrivacySuppressed"
"7151","South University-Accelerated Graduate Programs","37800"
"7152","South University-The Art Institute of Fort Worth","37800"
"7153","South University-Novi","37800"
"7154","Northwest College-Eugene","22800"
"7155","Northwest College-Tualatin","22800"
"7156","Harrison College-Morrisville","23500"
"7157","Trend Setters' Academy of Beauty Culture-Louisville","16500"
"7158","National University College-Caguas","18400"
"7159","Beauty Schools of America","17000"
"7160","CET-Soledad","24300"
"7161","MarJon School of Beauty ltd-Lockport","19700"
"7162","Houston Training Schools-Southwest","19300"
"7163","Vanguard College of Cosmetology-Metairie","PrivacySuppressed"
"7164","New England Tractor Trailer Training School of Massachusetts","36000"
"7165","Heritage College-Columbus","23600"
"7166","Utah College of Massage Therapy-Vegas","25800"
"7167","Utah College of Massage Therapy-Tempe","25800"
"7168","Utah College of Massage Therapy-Phoenix","25800"
"7169","Utah College of Massage Therapy-Westminster","25800"
"7170","Utah College of Massage Therapy-Aurora","25800"
"7171","Sanford-Brown College-Portland","28400"
"7172","Tint School of Makeup and Cosmetology-Grand Prairie","21100"
"7173","Dewey University","18600"
"7174","Dewey University-Hatillo","18600"
"7175","Dewey University-Manati","18600"
"7176","Sanford-Brown College-Skokie","33700"
"7177","Baltimore School of Massage-York","29300"
"7178","Allen School-Phoenix","27700"
"7179","Oklahoma Technical College","20700"
"7180","Midwest Technical Institute-Moline","26500"
"7181","Star Career Academy-Clifton","32300"
"7182","Unitech Training Academy-Alexandria","18600"
"7183","Unitech Training Academy-Lake Charles","18600"
"7184","Aveda Institute-Los Angeles","NULL"
"7185","Career Quest Learning Center-Kalamazoo","PrivacySuppressed"
"7186","Buchanan Beauty College of Tullahoma","PrivacySuppressed"
"7187","WellSpring School of Allied Health-Lawrence","PrivacySuppressed"
"7188","The Art Institute of Wisconsin","29000"
"7189","Brown Mackie College-Birmingham","29000"
"7190","Regina's College of Beauty","PrivacySuppressed"
"7191","New York Film Academy","NULL"
"7192","Manuel and Theresa's School of Hair Design-Victoria","NULL"
"7193","Coast Career Institute","NULL"
"7194","Tricoci University of Beauty Culture-Chicago NE","NULL"
"7195","ITT Technical Institute-Bradenton","38300"
"7196","ITT Technical Institute-Phoenix West","38300"
"7197","ITT Technical Institute-Brooklyn Center","38300"
"7198","ITT Technical Institute-Orlando","38300"
"7199","ITT Technical Institute-Waco","38300"
"7200","ITT Technical Institute-Myrtle Beach","38300"
"7201","University of Phoenix-Knoxville Campus","50100"
"7202","Azusa Pacific University College","47600"
"7203","Minneapolis Media Institute","29000"
"7204","CollegeAmerica-Phoenix","22600"
"7205","Stevens-Henager College","22600"
"7206","Avalon School of Cosmetology-Phoenix","20000"
"7207","Avalon School of Cosmetology-Layton","20000"
"7208","Hair Design Institute","23900"
"7209","Hair Design Institute","23900"
"7210","University of Phoenix-Baton Rouge","50100"
"7211","University of Phoenix-Lafayette Campus","50100"
"7212","University of Phoenix-Shreveport-Bossier Campus","50100"
"7213","All-State Career School-Allied Health Campus","37900"
"7214","Aveda Institute-Des Moines","NULL"
"7215","Fortis Institute-Lawrenceville","26900"
"7216","Brown Mackie College-Oklahoma City","24500"
"7217","Sanford-Brown College-Austin","28700"
"7218","Miller-Motte Technical College-Macon","24000"
"7219","Miller-Motte Technical College-Gulfport","24000"
"7220","International Culinary Center-California","38200"
"7221","South University–Savannah Online","37800"
"7222","Fortis College-Montgomery","20200"
"7223","San Joaquin Valley College-Temecula","29500"
"7224","Whitworth University-Adult Degree Programs","39400"
"7225","American Broadcasting School-Online Program","25800"
"7226","Springfield College-School of Professional and Continuing Studies","42900"
"7227","Marian Health Careers Center-Van Nuys Campus","48800"
"7228","Sanford-Brown College-Brooklyn Center","31100"
"7229","Milan Institute-Las Vegas","20600"
"7230","Virginia College-Savannah","24900"
"7231","Virginia College-Columbus","24900"
"7232","Donna's Academy of Hair Design","NULL"
"7233","New York School of Esthetics & Day Spa","NULL"
"7234","Panache Academy of Beauty","NULL"
"7235","ASI Career Institute","NULL"
"7236","Chicago School for Piano Technology (The)","NULL"
"7237","Midwest Technical Institute-Ridgeland","26500"
"7238","Christine Valmy International School of Esthetics & Cosmetology","NULL"
"7239","City College-Hollywood","28700"
"7240","Paul Mitchell the School-Arlington","29300"
"7241","Rocky Mountain University of Health Professions","NULL"
"7242","MediaTech Institute-Oceanside","NULL"
"7243","Christie's Education","NULL"
"7244","Prince Institute-Great Lakes","PrivacySuppressed"
"7245","Palmetto Beauty School","NULL"
"7246","Paul Mitchell the School-Fort Myers","PrivacySuppressed"
"7247","Paul Mitchell The School-Raleigh","NULL"
"7248","Lil Lou's Barber College","NULL"
"7249","Bryan University","24200"
"7250","Virginia College-Tulsa","24900"
"7251","Criswell College","NULL"
"7252","Virginia College-Knoxville","24900"
"7253","Columbia Academy of Cosmetology","PrivacySuppressed"
"7254","Academy of Couture Art","NULL"
"7255","Global Institute","NULL"
"7256","Reflections Academy of Beauty","NULL"
"7257","University of Cosmetology Arts & Sciences-La Joya","16700"
"7258","Preferred College of Nursing-Van Nuys","NULL"
"7259","Bryant & Stratton College-Akron","23600"
"7260","Annenberg School of Nursing","NULL"
"7261","American Medical Academy","NULL"
"7262","Chamberlain College of Nursing-Georgia","57300"
"7263","Chamberlain College of Nursing-Indiana","57300"
"7264","Carrington College-Mesquite","26700"
"7265","Sessions College for Professional Design","NULL"
"7266","Virginia College-Shreveport Bossier City","24900"
"7267","Strayer University-Wisconsin","49100"
"7268","Strayer University-Indiana","49100"
"7269","Tulsa Welding School-Jacksonville","38400"
"7270","Herzing University","37300"
"7271","Regency Beauty Institute-Hoover","22400"
"7272","Regency Beauty Institute-San Antonio","22400"
"7273","Regency Beauty Institute-Carrollwood","22400"
"7274","Regency Beauty Institute-Clearwater","22400"
"7275","Regency Beauty Institute-Newport News","22400"
"7276","Regency Beauty Institute-Lewisville","22400"
"7277","Regency Beauty Institute-Dallas","22400"
"7278","Regency Beauty Institute-Plano","22400"
"7279","Empire Beauty School-Virginia Beach","23500"
"7280","Sanford-Brown College-Columbus","28700"
"7281","Ross Medical Education Center-Morgantown","22100"
"7282","Paul Mitchell the School-Ogden","PrivacySuppressed"
"7283","CollegeAmerica Denver","25000"
"7284","Everest Institute-Bensalem","25100"
"7285","Golf Academy of America-Farmers Branch","24900"
"7286","Utah College of Massage Therapy-Dallas","25800"
"7287","Miami Ad School-New York","79100"
"7288","Lacy Cosmetology School","PrivacySuppressed"
"7289","Dade Medical College-West Palm Beach","21700"
"7290","Dade Medical College-Jacksonville","21700"
"7291","WestMed College","NULL"
"7292","Larry's Barber College","NULL"
"7293","Futura Career Institute","NULL"
"7294","Access Careers","NULL"
"7295","Flair Beauty College","NULL"
"7296","Eternity Cosmetology School","NULL"
"7297","Tri-State Institute of Hair Design","NULL"
"7298","Vogue College of Cosmetology-San Antonio Fredericksburg","NULL"
"7299","Vogue College of Cosmetology","NULL"
"7300","Tomorrow's Image Barber Academy of Virginia","NULL"
"7301","Excel Learning Center","NULL"
"7302","College of International Esthetics Inc","NULL"
"7303","Medical Allied Career Center","NULL"
"7304","Bais HaMedrash and Mesivta of Baltimore","NULL"
"7305","Long Island Barber Institute","NULL"
"7306","Salon Institute-Toledo Campus","NULL"
"7307","American Institute of Medical Sonography","NULL"
"7308","Destination Academy for Spa and Salon Professionals","NULL"
"7309","Classic Cooking Academy","NULL"
"7310","School of Court Reporting (The)","NULL"
"7311","Curve Metric School of Hair Design","NULL"
"7312","Athena Career Academy","NULL"
"7313","Yeshiva Gedolah Zichron Leyma","NULL"
"7314","The Barber School","NULL"
"7315","Be'er Yaakov Talmudic Seminary","NULL"
"7316","RGV Careers","NULL"
"7317","Alexander Academy","NULL"
"7318","LeMelange Academy of Hair","NULL"
"7319","Aveda Institute-Tucson","NULL"
"7320","Velvet Touch Academy of Cosmetology","NULL"
"7321","Ambiance Beauty & Barber Academy Inc","NULL"
"7322","Diamond Beauty College","NULL"
"7323","Unitek College","NULL"
"7324","University Academy of Hair Design","NULL"
"7325","Florida Institute of Recording Sound and Technology","NULL"
"7326","New Dimensions Beauty Academy Inc","NULL"
"7327","Jolei's Hair Institute","NULL"
"7328","Paul Mitchell the School-Reno","NULL"
"7329","Boise Barber College","NULL"
"7330","Austin Kade Academy","NULL"
"7331","Aesthetic Science Institute","NULL"
"7332","Elaine Sterling Institute","NULL"
"7333","Wade Gordon Hairdressing Academy","NULL"
"7334","Mitsu Sato Hair Academy","NULL"
"7335","SAE Institute of Technology-Los Angeles","NULL"
"7336","Florida Vocational Institute","NULL"
"7337","SAE Institute of Technology-Atlanta","NULL"
"7338","Academy di Firenze","NULL"
"7339","SAE Institute of Technology-Miami","NULL"
"7340","Colorado State University-Global Campus","NULL"
"7341","Paul Mitchell the School-Overland Park","NULL"
"7342","Medspa Academies","NULL"
"7343","Brighton Institute of Cosmetology","NULL"
"7344","Strayer University-Minnesota","49100"
"7345","Strayer University-Illinois","49100"
"7346","West Coast University-Dallas","58300"
"7347","Stevens-Henager College","29500"
"7348","National American University-Bellevue","35300"
"7349","National American University-Burnsville","35300"
"7350","National American University-Mesquite","35300"
"7351","Empire Beauty School-Savannah","23500"
"7352","Ogle School Hair Skin Nails-Denton","23800"
"7353","Empire Beauty School-West Greensboro","22400"
"7354","Old Town Barber College-Topeka","17800"
"7355","Jolie Hair and Beauty Academy-Northfield","PrivacySuppressed"
"7356","Hays Academy of Hair Design","16100"
"7357","Bellus Academy","25600"
"7358","Cortiva Institute-Seattle","30400"
"7359","MotoRing Technical Training Institute","28800"
"7360","Leon Studio One School of Hair Design & Career Training Center","22300"
"7361","Columbia College","NULL"
"7362","Unitek College","NULL"
"7363","ITT Technical Institute-Philadelphia","38300"
"7364","ITT Technical Institute-Marlton","38300"
"7365","ITT Technical Institute-Germantown","38300"
"7366","ITT Technical Institute-Grand Rapids","38300"
"7367","ITT Technical Institute-Southfield","38300"
"7368","ITT Technical Institute-West Palm Beach","38300"
"7369","ITT Technical Institute-Salem","38300"
"7370","ITT Technical Institute-Deerfield Beach","38300"
"7371","ITT Technical Institute-Indianapolis East","38300"
"7372","ITT Technical Institute-Douglasville","38300"
"7373","ITT Technical Institute-Overland Park","38300"
"7374","ITT Technical Institute-Springfield","38300"
"7375","ITT Technical Institute-West Chester","38300"
"7376","University of Phoenix-McAllen Campus","50100"
"7377","Pennsylvania State University-World Campus","47600"
"7378","Medical Career Institute","NULL"
"7379","Advance Beauty Techs Academy","NULL"
"7380","Montage Academy","NULL"
"7381","Brand College","NULL"
"7382","Hinton Barber and Beauty College","NULL"
"7383","Advanced Career Institute","NULL"
"7384","Digital Film Academy","NULL"
"7385","MyComputerCareer.com-Raleigh","NULL"
"7386","South University-Austin","37800"
"7387","South University-Cleveland","37800"
"7388","Bryant & Stratton College-Online","23600"
"7389","Virginia College-Florence","24900"
"7390","Ogle School Hair Skin Nails-San Antonio","23800"
"7391","Elizabethtown College School of Continuing and Professional Studies","47900"
"7392","Fortis College-Cutler Bay","21300"
"7393","Minnesota School of Cosmetology-Plymouth Campus","PrivacySuppressed"
"7394","Mercyhurst University-North East Campus","38100"
"7395","Warner Pacific College Adult Degree Program","38400"
"7396","Platt College-Riverside","32300"
"7397","Savannah Law School","NULL"
"7398","Empire Beauty School-Glen Burnie","21600"
"7399","International School of Cosmetology-Toni & Guy Hairdressing Academy","PrivacySuppressed"
"7400","InterCoast Career Institute-Salem","23100"
"7401","American National University-Canton","20400"
"7402","Court Reporting Institute of Arlington","32300"
"7403","Vatterott College-Fairview Heights","24800"
"7404","Ross Medical Education Center-Dayton","24600"
"7405","Florida Institute of Technology-Online","50300"
"7406","Troy University-Phenix City Campus","37100"
"7407","Troy University-Montgomery Campus","37100"
"7408","Troy University-Dothan Campus","37100"
"7409","Troy University-eTROY","37100"
"7410","Troy University-Global Campus","37100"
"7411","Global MBA Latin American Managers Program Satellite Campus","126600"
"7412","Arkansas College of Barbering and Hair Design","15800"
"7413","Harding School of Theology","39300"
"7414","Career Academy of Hair Design-Siloam Springs","20400"
"7415","Career Academy of Hair Design-Rogers","20400"
"7416","Alliant International University-Fresno","56200"
"7417","Alliant International University-Los Angeles","56200"
"7418","Alliant International University-San Francisco","56200"
"7419","Alliant International University-Irvine","56200"
"7420","Alliant International University-Sacramento","56200"
"7421","Casa Loma College-Anaheim Campus","46900"
"7422","Marinello School of Beauty-Bell","17900"
"7423","Marinello School of Beauty-City of Industry","17900"
"7424","Marinello School of Beauty-Paramount","17900"
"7425","Marinello School of Beauty-Huntington Beach","17900"
"7426","Marinello School of Beauty-Layton","17900"
"7427","Marinello School of Beauty-Ogden","17900"
"7428","Marinello School of Beauty-Cathedral City","17900"
"7429","Marinello School of Beauty-Murrieta","17900"
"7430","Marinello School of Beauty-Napa","17900"
"7431","Marinello School of Beauty-Seaside","PrivacySuppressed"
"7432","Marinello School of Beauty-San Mateo","PrivacySuppressed"
"7433","Marinello School of Beauty-Hayward","PrivacySuppressed"
"7434","Marinello School of Beauty-Castro Valley","PrivacySuppressed"
"7435","Marinello School of Beauty-Palmdale","20100"
"7436","Marinello School of Beauty-San Rafael","17200"
"7437","San Jose Campus","PrivacySuppressed"
"7438","Golden Gate University-Los Angeles","74400"
"7439","Golden Gate University-Seattle","74400"
"7440","Golden Gate University-Silicon Valley","74400"
"7441","Humphreys College-Modesto","28300"
"7442","International School of Cosmetology","PrivacySuppressed"
"7443","ATEP at IVC","37200"
"7444","Marinello School of Beauty-Whittier","19100"
"7445","Marinello School of Beauty-Reseda","19100"
"7446","Marinello School of Beauty-Ontario","19100"
"7447","Marinello School of Beauty-San Diego","19100"
"7448","Marinello School of Beauty-San Bernardino","19100"
"7449","Marinello School of Beauty-West Covina","19100"
"7450","Marinello School of Beauty-West Los Angeles","19100"
"7451","Marinello School of Beauty-Inglewood","19100"
"7452","Marinello School of Beauty-El Cajon","19100"
"7453","Marinello School of Beauty-Victorville","19100"
"7454","Marinello School of Beauty-Anaheim","19100"
"7455","Marinello School of Beauty-Simi Valley","19100"
"7456","Marinello School of Beauty-Lomita","19100"
"7457","Marinello School of Beauty-Chico","24300"
"7458","Marinello School of Beauty-Redding","24300"
"7459","Marinello School of Beauty-Fresno","24300"
"7460","Mount Saint Mary's University - Doheny Campus","57000"
"7461","San Joaquin General Hospital School of Radiation Technology","30600"
"7462","San Joaquin Valley College - Hanford","29500"
"7463","San Joaquin Valley College-Online","29500"
"7464","Jesuit School of Theology of Santa Clara University","68400"
"7465","Pinnacle College-Sacramento","PrivacySuppressed"
"7466","Marinello School of Beauty-Bakersfield","PrivacySuppressed"
"7467","UEI College-San Bernardino Campus","24200"
"7468","UEI College-San Diego Campus","24200"
"7469","UEI College-Ontario Campus","24200"
"7470","UEI College-Van Nuys Campus","24200"
"7471","UEI College-Chula Vista","24200"
"7472","UEI College-El Monte Campus","24200"
"7473","UEI College","24200"
"7474","Colorado Technical University","46500"
"7475","Marinello School of Beauty-Hamden","22400"
"7476","Marinello School of Beauty-Fairfield","22400"
"7477","Marinello School of Beauty-Willimantic","22400"
"7478","Brio Academy of Cosmetology","22400"
"7479","Porter and Chester Institute of Rocky Hill","36200"
"7480","Porter and Chester Institute of Enfield","36200"
"7481","Porter and Chester Institute of Watertown","36200"
"7482","Porter and Chester Institute of Chicopee","36200"
"7483","Porter and Chester Institute of Worcester","36200"
"7484","Porter and Chester Institute of Canton","36200"
"7485","Porter and Chester Institute of Woburn","36200"
"7486","Strayer University-Takoma Park Campus","49100"
"7487","Barry University Law School","44800"
"7488","Keiser University-Melbourne","31500"
"7489","Keiser University-Tallahassee","31500"
"7490","Keiser University-Daytona","31500"
"7491","Keiser University-Lakeland","31500"
"7492","Keiser University- Miami","31500"
"7493","Keiser University-Orlando","31500"
"7494","Keiser University-Sarasota","31500"
"7495","Keiser University-Jacksonville","31500"
"7496","Keiser University-Tampa","31500"
"7497","Keiser University-Pembroke Pines","31500"
"7498","Keiser University-Port St Lucie","31500"
"7499","Keiser University-West Palm Beach","31500"
"7500","Keiser University-Ft Myers","31500"
"7501","Manhattan Hairstyling Academy - North","20300"
"7502","Rasmussen College-New Port Richey","30400"
"7503","Rasmussen College-Fort Myers","30400"
"7504","Rasmussen College-Tampa/Brandon","30400"
"7505","UEI- Morrow Campus","19600"
"7506","UEI College","19600"
"7507","United Education Institute - Stockton Campus","19600"
"7508","GMC-Sandersville","31300"
"7509","GMC-Madison","31300"
"7510","Portfolio Center - Waltham","54200"
"7511","Moody Theological Seminary and Graduate School--Michigan","NULL"
"7512","Moody Bible Institute-Spokane","NULL"
"7513","Saint Anthony College of Nursing - Highland Community College Campus","57900"
"7514","PJ's College of Cosmetology- Brownsburg","13600"
"7515","PJ's College of Cosmetology-Crestwood","13600"
"7516","PJ's College of Cosmetology- Jeffersonville","13600"
"7517","Ivy Tech Community College-Northcentral","29400"
"7518","Ivy Tech Community College-Columbus","29400"
"7519","Ivy Tech Community College-East Central","29400"
"7520","Ivy Tech Community College-Kokomo","29400"
